,,left_side,right_side,similarity
96,481,"Kings Inn 2106 5th Ave, Seattle, WA 98121_0","Hotel Five - A Staypineapple Hotel 2200 5th Ave, Seattle, WA 98121_0",0.240865824
96,482,"Kings Inn 2106 5th Ave, Seattle, WA 98121_0","Hyatt House Seattle 201 5th Ave N, Seattle, WA 98109_0",0.185066029
96,483,"Kings Inn 2106 5th Ave, Seattle, WA 98121_0","Kimpton Hotel Vintage Seattle 1100 5th Ave, Seattle, WA 98101_0",0.170029137
96,484,"Kings Inn 2106 5th Ave, Seattle, WA 98121_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",0.128144594
97,485,"New La Hacienda Motel 5414 1st Ave S, Seattle, WA 98108_0","New La Hacienda Motel 5414 1st Ave S, Seattle, WA 98108_0",1
97,486,"New La Hacienda Motel 5414 1st Ave S, Seattle, WA 98108_0","Georgetown Inn 6100 Corson Ave S, Seattle, WA 98108_0",0.175757407
97,487,"New La Hacienda Motel 5414 1st Ave S, Seattle, WA 98108_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.121603942
97,488,"New La Hacienda Motel 5414 1st Ave S, Seattle, WA 98108_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.121603942
97,489,"New La Hacienda Motel 5414 1st Ave S, Seattle, WA 98108_0","Kimpton Alexis Hotel 1007 1st Ave, Seattle, WA 98104_0",0.10825756
98,490,"Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0","Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0",1
98,491,"Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0","Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0",0.278093108
98,492,"Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.253103953
98,493,"Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.253103953
98,494,"Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.247935666
99,495,"Americas Best Value Inn Shoreline / Seattle North 14817 Aurora Ave N, Shoreline, WA 98133_0","Americas Best Value Inn Shoreline / Seattle North 14817 Aurora Ave N, Shoreline, WA 98133_0",1
99,496,"Americas Best Value Inn Shoreline / Seattle North 14817 Aurora Ave N, Shoreline, WA 98133_0","Holiday Inn Express & Suites North Seattle - Shoreline 14115 Aurora Ave N, Seattle, WA 98133_0",0.116887882
99,497,"Americas Best Value Inn Shoreline / Seattle North 14817 Aurora Ave N, Shoreline, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.085866068
99,498,"Americas Best Value Inn Shoreline / Seattle North 14817 Aurora Ave N, Shoreline, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.085866068
99,499,"Americas Best Value Inn Shoreline / Seattle North 14817 Aurora Ave N, Shoreline, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.083617609
100,500,"Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0","Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0",1
100,501,"Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0","Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0",0.18691371
100,502,"Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0","Days Inn Seattle South Tukwila 13050 48th Ave S, Seattle, WA 98168_0",0.102376019
100,503,"Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0","Homewood Suites by Hilton Seattle-Tacoma Airport/Tukwila 6955 Fort Dent Way, Tukwila, WA 98188_0",0.07783804
100,504,"Knights Inn Tukwila 14110 Tukwila International Blvd, Tukwila, WA 98168_0","Hampton Inn Seattle/Southcenter 7200 S 156th St, Tukwila, WA 98188_0",0.074149584
101,505,"Extended Stay America - Seattle - Northgat 13300 Stone Ave N, Seattle, WA 98133_0","Extended Stay America - Seattle - Northgat 13300 Stone Ave N, Seattle, WA 98133_0",1
101,506,"Extended Stay America - Seattle - Northgat 13300 Stone Ave N, Seattle, WA 98133_0","Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0",0.119560251
101,507,"Extended Stay America - Seattle - Northgat 13300 Stone Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.119348118
101,508,"Extended Stay America - Seattle - Northgat 13300 Stone Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.119348118
101,509,"Extended Stay America - Seattle - Northgat 13300 Stone Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.115658516
102,510,"University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",1
102,511,"University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0","Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0",0.283056129
102,512,"University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0","Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0",0.261751036
102,513,"University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0","University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0",0.184760093
102,514,"University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0","Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0",0.159804486
103,515,"Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0","Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0",1
103,516,"Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0","University Motel Suites 4731 12th Ave NE, Seattle, WA 98105_0",0.283056129
103,517,"Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0","Travelodge by Wyndham Seattle University 4725 25th Ave NE, Seattle, WA 98105_0",0.256412079
103,518,"Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0","University Inn - A Staypineapple Hotel 4140 Roosevelt Way NE, Seattle, WA 98105_0",0.172381371
103,519,"Graduate Seattle 4507 Brooklyn Ave NE, Seattle, WA 98105_0","Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0",0.171740414
104,520,"Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0","Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0",1
104,521,"Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0","Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake Washington Blvd N, Renton, WA 98056_0",0.24218725
104,522,"Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0","Hyatt Regency Lake Washington At SeattleS Southport 1053 Lake WA Boulevard North, Renton, Washington 98056_0",0.103552221
104,523,"Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0","Econo Lodge SeaTac Airport North 13910 Tukwila International Blvd, Seattle, WA 98168_0",0.084920424
104,524,"Econo Lodge Renton-Bellevue 4710 Lake Washington Blvd NE, Renton, WA 98056_0","Sheraton Bellevue Hotel 100 112th Ave NE, Bellevue, WA 98004_0",0.058253602
105,525,"Chittenden House Bed and Breakfast 5649 47th Ave SW, Seattle, WA 98136_0","Chittenden House Bed and Breakfast 5649 47th Ave SW, Seattle, WA 98136_0",1
105,526,"Chittenden House Bed and Breakfast 5649 47th Ave SW, Seattle, WA 98136_0","Mildred's Bed and Breakfast 1202 15th Ave E, Seattle, WA 98112_0",0.124568111
105,527,"Chittenden House Bed and Breakfast 5649 47th Ave SW, Seattle, WA 98136_0","Pensione Nichols Bed and Breakfast 1923 1st Ave, Seattle, WA 98101_0",0.122042871
105,528,"Chittenden House Bed and Breakfast 5649 47th Ave SW, Seattle, WA 98136_0","Bed and Breakfast Inn Seattle 1808 E Denny Way, Seattle, WA 98122_0",0.112842669
105,529,"Chittenden House Bed and Breakfast 5649 47th Ave SW, Seattle, WA 98136_0","11th Avenue Inn Bed and Breakfast 121 11th Ave E, Seattle, WA 98102_0",0.107109537
106,530,"Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0","Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0",1
106,531,"Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0","Nites Inn Motel 11746 Aurora Ave N, Seattle, WA 98133_0",0.278093108
106,532,"Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.265218
106,533,"Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0","Seattle Inn Northgate 12035 Aurora Ave N, Seattle, WA 98133_0",0.265218
106,534,"Emerald Motel 12045 Aurora Ave N, Seattle, WA 98133_0","Comfort Inn & Suites 13700 Aurora Ave N, Seattle, WA 98133_0",0.259740214
107,535,"Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0","Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0",1
107,536,"Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0","Stay Alfred on Wall Street 2515 4th Ave, Seattle, WA 98121_0",0.333448599
107,537,"Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0","Stay Alfred on Elliott Avenue 2334 Elliott Ave, Seattle, WA 98121_0",0.234413245
107,538,"Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0","Hotel Andra 2000 4th Ave, Seattle, WA 98121_0",0.226253186
107,539,"Stay Alfred on 4th Avenue 2201 4th Ave, Seattle, WA 98121_0","Vermont Inn 2721 4th Ave, Seattle, WA 98121_0",0.225089581
108,540,"Silver Cloud Hotel - Seattle Stadium 1046 1st Ave S, Seattle, WA 98134_0","Silver Cloud Hotel - Seattle Stadium 1046 1st Ave S, Seattle, WA 98134_0",1
108,541,"Silver Cloud Hotel - Seattle Stadium 1046 1st Ave S, Seattle, WA 98134_0","Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0",0.24182458
108,542,"Silver Cloud Hotel - Seattle Stadium 1046 1st Ave S, Seattle, WA 98134_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.146335652
108,543,"Silver Cloud Hotel - Seattle Stadium 1046 1st Ave S, Seattle, WA 98134_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.146335652
108,544,"Silver Cloud Hotel - Seattle Stadium 1046 1st Ave S, Seattle, WA 98134_0","Kimpton Alexis Hotel 1007 1st Ave, Seattle, WA 98104_0",0.113502733
109,545,"Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0","Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0",1
109,546,"Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0","Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0",0.531174134
109,547,"Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0","Hotel Sorrento 900 Madison St, Seattle, WA 98104_0",0.342184261
109,548,"Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0","The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0",0.142896944
109,549,"Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0","Executive Hotel Pacific 400 Spring St, Seattle, WA 98104_0",0.141929998
110,550,"Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0","Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0",1
110,551,"Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0","Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0",0.62739955
110,552,"Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0","Holiday Inn Express & Suites Seattle City Center 226 Aurora Avenue North, Seattle, Washington 98109_0",0.133273549
110,553,"Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0","Warwick Seattle 401 Lenora Street Seattle, Washington 98121_0",0.114861555
110,554,"Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0","Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0",0.111196701
111,555,"The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0","The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0",1
111,556,"The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0","Executive Hotel Pacific 400 Spring St, Seattle, WA 98104_0",0.285880552
111,557,"The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0","The Inn at Virginia Mason 1006 Spring St, Seattle, WA 98104_0",0.254128362
111,558,"The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0","Hotel Sorrento 900 Madison St, Seattle, WA 98104_0",0.147638191
111,559,"The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0","Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0",0.142896944
112,560,"Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0","Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0",1
112,561,"Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0","Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0",0.531174134
112,562,"Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0","Warwick Seattle 401 Lenora Street Seattle, Washington 98121_0",0.125903501
112,563,"Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0","Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0",0.111196701
112,564,"Renaissance Seattle Hotel 515 Madison Street, Seattle, Washington 98104_0","Hotel Sorrento 900 Madison St, Seattle, WA 98104_0",0.070726108
113,565,"Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0","Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0",1
113,566,"Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0","City Hostel Seattle 2327 2nd Ave, Seattle, WA 98121_0",0.22014705
113,567,"Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0","Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0",0.171218841
113,568,"Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0","Hotel Andra 2000 4th Ave, Seattle, WA 98121_0",0.167731603
113,569,"Kimpton Palladian Hotel 2000 2nd Ave, Seattle, WA 98121_0","The State Hotel 1501 2nd Ave, Seattle, WA 98101_0",0.155043679
114,570,"Panama Hotel and Tea House 605 S Main St, Seattle, WA 98104_0","Panama Hotel and Tea House 605 S Main St, Seattle, WA 98104_0",1
114,571,"Panama Hotel and Tea House 605 S Main St, Seattle, WA 98104_0","Hotel Sorrento 900 Madison St, Seattle, WA 98104_0",0.122999236
114,572,"Panama Hotel and Tea House 605 S Main St, Seattle, WA 98104_0","Renaissance Seattle Hotel 515 Madison St, Seattle, WA 98104_0",0.119049243
114,573,"Panama Hotel and Tea House 605 S Main St, Seattle, WA 98104_0","The Baroness Hotel 1005 Spring St, Seattle, WA 98104_0",0.113404469
114,574,"Panama Hotel and Tea House 605 S Main St, Seattle, WA 98104_0","Executive Hotel Pacific 400 Spring St, Seattle, WA 98104_0",0.112637091
115,575,"Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0","Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0",1
115,576,"Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0","Four Points by Sheraton Seattle Airport South 22406 WA-99, Des Moines, WA 98198_0",0.209075609
115,577,"Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0","The Maxwell Hotel - A Staypineapple Hotel 300 Roy St, Seattle, WA 98109_0",0.191725373
115,578,"Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0","Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0",0.131717133
115,579,"Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0","Moxy Seattle Downtown 1016 Republican St, Seattle, WA 98109_0",0.10878899
116,580,"Loews Hotel 1000, Seattle 1000 1st Ave, Seattle, WA 98104_0","Loews Hotel 1000, Seattle 1000 1st Ave, Seattle, WA 98104_0",1
116,581,"Loews Hotel 1000, Seattle 1000 1st Ave, Seattle, WA 98104_0","Kimpton Alexis Hotel 1007 1st Ave, Seattle, WA 98104_0",0.211606233
116,582,"Loews Hotel 1000, Seattle 1000 1st Ave, Seattle, WA 98104_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.136999973
116,583,"Loews Hotel 1000, Seattle 1000 1st Ave, Seattle, WA 98104_0","Ace Hotel Seattle 2423 1st Ave, Seattle, WA 98121_0",0.136999973
116,584,"Loews Hotel 1000, Seattle 1000 1st Ave, Seattle, WA 98104_0","Inn at Queen Anne 505 1st Ave N, Seattle, WA 98109_0",0.107594522
117,585,"Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0","Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0",1
117,586,"Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0","Quality Inn & Suites Seattle Center 618 John Street, Seattle, Washington 98109_0",0.62739955
117,587,"Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0","Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0",0.131717133
117,588,"Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0","Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0",0.125711433
117,589,"Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0","Moxy Seattle Downtown 1016 Republican St, Seattle, WA 98109_0",0.111385923
118,590,"EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0","EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0",1
118,591,"EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0","Oakwood Seattle South Lake Union 717 Dexter Ave N, Seattle, WA 98109_0",0.28323161
118,592,"EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0","citizenM Seattle South Lake Union hotel 201 Westlake Ave N, Seattle, WA 98109_0",0.281324969
118,593,"EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0","Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0",0.231489158
118,594,"EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0","Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0",0.216868849
119,595,"Hotel Theodore 1531 7th Ave, Seattle, WA 98101_0","Hotel Theodore 1531 7th Ave, Seattle, WA 98101_0",1
119,596,"Hotel Theodore 1531 7th Ave, Seattle, WA 98101_0","Civic Hotel 325 7th Ave, Seattle, WA 98109_0",0.246955697
119,597,"Hotel Theodore 1531 7th Ave, Seattle, WA 98101_0","W Seattle 1112 4th Ave, Seattle, WA 98101_0",0.118679866
119,598,"Hotel Theodore 1531 7th Ave, Seattle, WA 98101_0","Moore Hotel 1926 2nd Ave, Seattle, WA 98101_0",0.110087408
119,599,"Hotel Theodore 1531 7th Ave, Seattle, WA 98101_0","The State Hotel 1501 2nd Ave, Seattle, WA 98101_0",0.099687375
120,600,"Hotel Hotel 3515 Fremont Ave N, Seattle, WA 98103_0","Hotel Hotel 3515 Fremont Ave N, Seattle, WA 98103_0",1
120,601,"Hotel Hotel 3515 Fremont Ave N, Seattle, WA 98103_0","Staybridge Suites Seattle - Fremont 3926 Aurora Ave N, Seattle, WA 98103_0",0.186967012
120,602,"Hotel Hotel 3515 Fremont Ave N, Seattle, WA 98103_0","Crown Inn Motel 9501 Aurora Ave N, Seattle, WA 98103_0",0.150969922
120,603,"Hotel Hotel 3515 Fremont Ave N, Seattle, WA 98103_0","Travelodge by Wyndham Seattle North of Downtown 8512 Aurora Ave N, Seattle, WA 98103_0",0.121441219
120,604,"Hotel Hotel 3515 Fremont Ave N, Seattle, WA 98103_0","Days Inn by Wyndham Seattle North of Downtown 9100 Aurora Ave N, Seattle, WA 98103_0",0.115211679
121,605,"Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0","Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0",1
121,606,"Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0","Silver Cloud Hotel - Seattle Stadium 1046 1st Ave S, Seattle, WA 98134_0",0.24182458
121,607,"Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0","The Bacon Mansion Bed and Breakfast 4528, 959 Broadway E, Seattle, WA 98102_0",0.109771722
121,608,"Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0","Gaslight Inn 1727 15th Ave, Seattle, WA 98122_0",0.102935298
121,609,"Silver Cloud Hotel - Seattle Broadway 1100 Broadway, Seattle, WA 98122_0","Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0",0.090242266
122,610,"Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0","Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0",1
122,611,"Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0","Residence Inn by Marriott Seattle Downtown/Convention Center 1815 Terry Ave, Seattle, WA 98101_0",0.362563946
122,612,"Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0","Staybridge Suites Seattle Downtown - Lake Union 1119 Mercer St, Seattle, WA 98109_0",0.226815609
122,613,"Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0","Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0",0.217102368
122,614,"Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0","EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0",0.216868849
123,615,"Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0","Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0",1
123,616,"Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0","MarQueen Hotel 600 Queen Anne Ave N, Seattle, WA 98109_0",0.426054218
123,617,"Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0","Inn at Queen Anne 505 1st Ave N, Seattle, WA 98109_0",0.205991908
123,618,"Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0","Civic Hotel 325 7th Ave, Seattle, WA 98109_0",0.096932373
123,619,"Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0","Holiday Inn Seattle Downtown 211 Dexter Ave N, Seattle, WA 98109_0",0.095997538
124,620,"Executive Inn By The Space Needle 200 Taylor Ave N, Seattle, WA 98109_0","Executive Inn By The Space Needle 200 Taylor Ave N, Seattle, WA 98109_0",1
124,621,"Executive Inn By The Space Needle 200 Taylor Ave N, Seattle, WA 98109_0","Travelodge Seattle by The Space Needle 200 6th Ave N, Seattle, WA 98109_0",0.42831932
124,622,"Executive Inn By The Space Needle 200 Taylor Ave N, Seattle, WA 98109_0","Travelodge Seattle by The Space Needle 200 6th Avenue North, Seattle, Washington 98109_0",0.336106332
124,623,"Executive Inn By The Space Needle 200 Taylor Ave N, Seattle, WA 98109_0","Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0",0.095792411
124,624,"Executive Inn By The Space Needle 200 Taylor Ave N, Seattle, WA 98109_0","Mediterranean Inn 425 Queen Anne Ave N, Seattle, WA 98109_0",0.081458537
125,625,"The Maxwell Hotel - A Staypineapple Hotel 300 Roy St, Seattle, WA 98109_0","The Maxwell Hotel - A Staypineapple Hotel 300 Roy St, Seattle, WA 98109_0",1
125,626,"The Maxwell Hotel - A Staypineapple Hotel 300 Roy St, Seattle, WA 98109_0","Four Points by Sheraton Downtown Seattle Center 601 Roy St, Seattle, WA 98109_0",0.191725373
125,627,"The Maxwell Hotel - A Staypineapple Hotel 300 Roy St, Seattle, WA 98109_0","Watertown Hotel - A Staypineapple Hotel 4242 Roosevelt Way NE, Seattle, WA 98105_0",0.135709692
125,628,"The Maxwell Hotel - A Staypineapple Hotel 300 Roy St, Seattle, WA 98109_0","Moxy Seattle Downtown 1016 Republican St, Seattle, WA 98109_0",0.104265449
125,629,"The Maxwell Hotel - A Staypineapple Hotel 300 Roy St, Seattle, WA 98109_0","Quality Inn & Suites Seattle Center 618 John St, Seattle, WA 98109_0",0.095588329
126,630,"Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0","Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0",1
126,631,"Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0","Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0",1
126,632,"Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0","The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0",0.175775139
126,633,"Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0","La Quinta Inn & Suites Seattle Downtown 2224 8th Ave, Seattle, WA 98121_0",0.148789531
126,634,"Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0","W Seattle 1112 4th Ave, Seattle, WA 98101_0",0.11495694
127,635,"Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0","Hyatt At Olive 8 1635 8th Ave, Seattle, WA 98101_0",1
127,636,"Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0","Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0",1
127,637,"Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0","The Loyal Inn 2301 8th Ave, Seattle, WA 98121_0",0.175775139
127,638,"Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0","La Quinta Inn & Suites Seattle Downtown 2224 8th Ave, Seattle, WA 98121_0",0.148789531
127,639,"Hyatt At Olive 9 1635 8th Ave, Seattle, WA 98101_0","W Seattle 1112 4th Ave, Seattle, WA 98101_0",0.11495694
128,640,"Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0","Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0",1
128,641,"Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0","EVEN Hotel Seattle - South Lake Union 527 Fairview Ave N, Seattle, WA 98109_0",0.231489158
128,642,"Silver Cloud Inn - Seattle Lake Union 1150 Fairview Ave N, Seattle, WA 98109_0","Residence Inn by Marriott Seattle Downtown/Lake Union 800 Fairview Ave N, Seattle, WA 98109_0",0.217102368
